trial,circuit_type,S_subsystem,p_log,log_p_log,duration,n_measurements,is_measurement_heavy
122,unitary,0.0832827573454954,0.045,-3.101092789211817,6.099999999999999,2,0
123,measurement,0.0582707661654179,0.113,-2.1803674602697964,16.5,6,1
124,unitary,0.0832827573454954,0.036,-3.3242363405260273,6.099999999999999,2,0
125,measurement,0.0582707661654179,0.11,-2.2072749131897207,16.5,6,1
126,unitary,0.0832827573454954,0.038,-3.270169119255751,6.099999999999999,2,0
127,measurement,0.0582707661654179,0.104,-2.2633643798407643,16.5,6,1
128,unitary,0.0832827573454954,0.038,-3.270169119255751,6.099999999999999,2,0
129,measurement,0.0582707661654179,0.094,-2.364460496712133,16.5,6,1
130,unitary,0.0832827573454954,0.033,-3.4112477175156566,6.099999999999999,2,0
131,measurement,0.0582707661654179,0.076,-2.577021938695806,16.5,6,1
132,unitary,0.0832827573454954,0.038,-3.270169119255751,6.099999999999999,2,0
133,measurement,0.0582707661654179,0.087,-2.4418471603275536,16.5,6,1
134,unitary,0.0832827573454954,0.038,-3.270169119255751,6.099999999999999,2,0
135,measurement,0.0582707661654179,0.111,-2.198225077669803,16.5,6,1
136,unitary,0.0832827573454954,0.056,-2.8824035882469876,6.099999999999999,2,0
137,measurement,0.0582707661654179,0.099,-2.312635428847547,16.5,6,1
