trial,circuit_type,S_subsystem,p_log,log_p_log,duration,n_measurements,is_measurement_heavy
138,unitary,0.0832827573454954,0.036,-3.3242363405260273,6.099999999999999,2,0
139,measurement,0.0582707661654179,0.093,-2.375155785828881,16.5,6,1
140,unitary,0.0832827573454954,0.04,-3.2188758248682006,6.099999999999999,2,0
141,measurement,0.0582707661654179,0.098,-2.322787800311565,16.5,6,1
142,unitary,0.0832827573454954,0.044,-3.123565645063876,6.099999999999999,2,0
143,measurement,0.0582707661654179,0.101,-2.2926347621408776,16.5,6,1
144,unitary,0.0832827573454954,0.039,-3.2441936328524905,6.099999999999999,2,0
145,measurement,0.0582707661654179,0.094,-2.364460496712133,16.5,6,1
146,unitary,0.0832827573454954,0.029,-3.540459448995663,6.099999999999999,2,0
147,measurement,0.0582707661654179,0.119,-2.1286317858706076,16.5,6,1
148,unitary,0.0832827573454954,0.037,-3.2968373663379125,6.099999999999999,2,0
149,measurement,0.0582707661654179,0.104,-2.2633643798407643,16.5,6,1
150,unitary,0.0832827573454954,0.03,-3.506557897319982,6.099999999999999,2,0
151,measurement,0.0582707661654179,0.102,-2.282782465697866,16.5,6,1
152,unitary,0.0832827573454954,0.034,-3.3813947543659757,6.099999999999999,2,0
153,measurement,0.0582707661654179,0.092,-2.385966701933097,16.5,6,1
154,unitary,0.0832827573454954,0.03,-3.506557897319982,6.099999999999999,2,0
155,measurement,0.0582707661654179,0.108,-2.2256240518579173,16.5,6,1
156,unitary,0.0832827573454954,0.045,-3.101092789211817,6.099999999999999,2,0
157,measurement,0.0582707661654179,0.099,-2.312635428847547,16.5,6,1
158,unitary,0.0832827573454954,0.029,-3.540459448995663,6.099999999999999,2,0
159,measurement,0.0582707661654179,0.089,-2.419118909249997,16.5,6,1
160,unitary,0.0832827573454954,0.048,-3.036554268074246,6.099999999999999,2,0
161,measurement,0.0582707661654179,0.1,-2.3025850929940455,16.5,6,1
162,unitary,0.0832827573454954,0.027,-3.611918412977808,6.099999999999999,2,0
163,measurement,0.0582707661654179,0.105,-2.2537949288246137,16.5,6,1
164,unitary,0.0832827573454954,0.041,-3.1941832122778293,6.099999999999999,2,0
165,measurement,0.0582707661654179,0.106,-2.24431618487007,16.5,6,1
166,unitary,0.0832827573454954,0.042,-3.170085660698769,6.099999999999999,2,0
167,measurement,0.0582707661654179,0.094,-2.364460496712133,16.5,6,1
168,unitary,0.0832827573454954,0.044,-3.123565645063876,6.099999999999999,2,0
169,measurement,0.0582707661654179,0.094,-2.364460496712133,16.5,6,1
170,unitary,0.0832827573454954,0.033,-3.4112477175156566,6.099999999999999,2,0
171,measurement,0.0582707661654179,0.092,-2.385966701933097,16.5,6,1
