trial,entropy_type,Delta_S,p_log,log_p_log,duration,qubit_count,gate_count
278,low,1.110223024625156e-15,0.731,-0.3133418192323586,3.9499999999999993,5,11
279,high,0.6931471805599454,0.045,-3.101092789211817,4.45,5,11
280,low,1.110223024625156e-15,0.769,-0.26266430947649305,3.9499999999999993,5,11
281,high,0.6931471805599454,0.045,-3.101092789211817,4.45,5,11
282,low,1.110223024625156e-15,0.744,-0.2957142441490452,3.9499999999999993,5,11
283,high,0.6931471805599454,0.048,-3.036554268074246,4.45,5,11
284,low,1.110223024625156e-15,0.755,-0.28103752973311236,3.9499999999999993,5,11
285,high,0.6931471805599454,0.043,-3.146555163288575,4.45,5,11
286,low,1.110223024625156e-15,0.757,-0.2783920255446883,3.9499999999999993,5,11
287,high,0.6931471805599454,0.05,-2.995732273553991,4.45,5,11
288,low,1.110223024625156e-15,0.761,-0.2731219211204512,3.9499999999999993,5,11
289,high,0.6931471805599454,0.052,-2.9565115604007097,4.45,5,11
290,low,1.110223024625156e-15,0.766,-0.26657310924154576,3.9499999999999993,5,11
291,high,0.6931471805599454,0.049,-3.0159349808715104,4.45,5,11
292,low,1.110223024625156e-15,0.741,-0.2997546536860502,3.9499999999999993,5,11
293,high,0.6931471805599454,0.046,-3.079113882493042,4.45,5,11
294,low,1.110223024625156e-15,0.776,-0.25360275879891825,3.9499999999999993,5,11
295,high,0.6931471805599454,0.047,-3.0576076772720784,4.45,5,11
296,low,1.110223024625156e-15,0.732,-0.3119747650208255,3.9499999999999993,5,11
297,high,0.6931471805599454,0.053,-2.9374633654300153,4.45,5,11
298,low,1.110223024625156e-15,0.739,-0.3024573580339353,3.9499999999999993,5,11
299,high,0.6931471805599454,0.054,-2.9187712324178627,4.45,5,11
300,low,1.110223024625156e-15,0.748,-0.2903523010076598,3.9499999999999993,5,11
301,high,0.6931471805599454,0.052,-2.9565115604007097,4.45,5,11
302,low,1.110223024625156e-15,0.762,-0.2718087232954908,3.9499999999999993,5,11
303,high,0.6931471805599454,0.047,-3.0576076772720784,4.45,5,11
304,low,1.110223024625156e-15,0.761,-0.2731219211204512,3.9499999999999993,5,11
305,high,0.6931471805599454,0.045,-3.101092789211817,4.45,5,11
306,low,1.110223024625156e-15,0.764,-0.2691874898156165,3.9499999999999993,5,11
307,high,0.6931471805599454,0.041,-3.1941832122778293,4.45,5,11
308,low,1.110223024625156e-15,0.741,-0.2997546536860502,3.9499999999999993,5,11
309,high,0.6931471805599454,0.042,-3.170085660698769,4.45,5,11
310,low,1.110223024625156e-15,0.738,-0.30381145438166457,3.9499999999999993,5,11
311,high,0.6931471805599454,0.057,-2.864704011147587,4.45,5,11
312,low,1.110223024625156e-15,0.76,-0.2744368457017603,3.9499999999999993,5,11
313,high,0.6931471805599454,0.053,-2.9374633654300153,4.45,5,11
314,low,1.110223024625156e-15,0.758,-0.2770718933397654,3.9499999999999993,5,11
315,high,0.6931471805599454,0.044,-3.123565645063876,4.45,5,11
316,low,1.110223024625156e-15,0.744,-0.2957142441490452,3.9499999999999993,5,11
317,high,0.6931471805599454,0.05,-2.995732273553991,4.45,5,11
318,low,1.110223024625156e-15,0.768,-0.26396554583446485,3.9499999999999993,5,11
319,high,0.6931471805599454,0.047,-3.0576076772720784,4.45,5,11
320,low,1.110223024625156e-15,0.753,-0.2836900511822435,3.9499999999999993,5,11
321,high,0.6931471805599454,0.04,-3.2188758248682006,4.45,5,11
322,low,1.110223024625156e-15,0.749,-0.2890162954649176,3.9499999999999993,5,11
323,high,0.6931471805599454,0.041,-3.1941832122778293,4.45,5,11
324,low,1.110223024625156e-15,0.749,-0.2890162954649176,3.9499999999999993,5,11
325,high,0.6931471805599454,0.05,-2.995732273553991,4.45,5,11
326,low,1.110223024625156e-15,0.754,-0.282362910974181,3.9499999999999993,5,11
327,high,0.6931471805599454,0.039,-3.2441936328524905,4.45,5,11
328,low,1.110223024625156e-15,0.761,-0.2731219211204512,3.9499999999999993,5,11
329,high,0.6931471805599454,0.041,-3.1941832122778293,4.45,5,11
330,low,1.110223024625156e-15,0.741,-0.2997546536860502,3.9499999999999993,5,11
331,high,0.6931471805599454,0.041,-3.1941832122778293,4.45,5,11
332,low,1.110223024625156e-15,0.733,-0.3106095770954856,3.9499999999999993,5,11
333,high,0.6931471805599454,0.043,-3.146555163288575,4.45,5,11
334,low,1.110223024625156e-15,0.782,-0.24590053843682594,3.9499999999999993,5,11
335,high,0.6931471805599454,0.048,-3.036554268074246,4.45,5,11
336,low,1.110223024625156e-15,0.747,-0.29169009384931976,3.9499999999999993,5,11
337,high,0.6931471805599454,0.052,-2.9565115604007097,4.45,5,11
338,low,1.110223024625156e-15,0.755,-0.28103752973311236,3.9499999999999993,5,11
339,high,0.6931471805599454,0.047,-3.0576076772720784,4.45,5,11
340,low,1.110223024625156e-15,0.771,-0.26006690541880756,3.9499999999999993,5,11
341,high,0.6931471805599454,0.057,-2.864704011147587,4.45,5,11
342,low,1.110223024625156e-15,0.766,-0.26657310924154576,3.9499999999999993,5,11
343,high,0.6931471805599454,0.041,-3.1941832122778293,4.45,5,11
344,low,1.110223024625156e-15,0.751,-0.28634962721800233,3.9499999999999993,5,11
345,high,0.6931471805599454,0.062,-2.7806208939370456,4.45,5,11
346,low,1.110223024625156e-15,0.742,-0.2984060358147566,3.9499999999999993,5,11
347,high,0.6931471805599454,0.054,-2.9187712324178627,4.45,5,11
348,low,1.110223024625156e-15,0.719,-0.3298939212610904,3.9499999999999993,5,11
349,high,0.6931471805599454,0.045,-3.101092789211817,4.45,5,11
350,low,1.110223024625156e-15,0.754,-0.282362910974181,3.9499999999999993,5,11
351,high,0.6931471805599454,0.039,-3.2441936328524905,4.45,5,11
352,low,1.110223024625156e-15,0.76,-0.2744368457017603,3.9499999999999993,5,11
353,high,0.6931471805599454,0.051,-2.9759296462578115,4.45,5,11
354,low,1.110223024625156e-15,0.745,-0.29437106060257756,3.9499999999999993,5,11
355,high,0.6931471805599454,0.045,-3.101092789211817,4.45,5,11
356,low,1.110223024625156e-15,0.738,-0.30381145438166457,3.9499999999999993,5,11
357,high,0.6931471805599454,0.055,-2.900422093749666,4.45,5,11
358,low,1.110223024625156e-15,0.753,-0.2836900511822435,3.9499999999999993,5,11
359,high,0.6931471805599454,0.042,-3.170085660698769,4.45,5,11
360,low,1.110223024625156e-15,0.76,-0.2744368457017603,3.9499999999999993,5,11
361,high,0.6931471805599454,0.04,-3.2188758248682006,4.45,5,11
362,low,1.110223024625156e-15,0.726,-0.320205264157341,3.9499999999999993,5,11
363,high,0.6931471805599454,0.055,-2.900422093749666,4.45,5,11
364,low,1.110223024625156e-15,0.778,-0.2510287548037454,3.9499999999999993,5,11
365,high,0.6931471805599454,0.051,-2.9759296462578115,4.45,5,11
366,low,1.110223024625156e-15,0.774,-0.2561834053924099,3.9499999999999993,5,11
367,high,0.6931471805599454,0.043,-3.146555163288575,4.45,5,11
368,low,1.110223024625156e-15,0.75,-0.2876820724517809,3.9499999999999993,5,11
369,high,0.6931471805599454,0.048,-3.036554268074246,4.45,5,11
370,low,1.110223024625156e-15,0.772,-0.25877072895736086,3.9499999999999993,5,11
371,high,0.6931471805599454,0.046,-3.079113882493042,4.45,5,11
372,low,1.110223024625156e-15,0.746,-0.2930296787783762,3.9499999999999993,5,11
373,high,0.6931471805599454,0.032,-3.4420193761824103,4.45,5,11
374,low,1.110223024625156e-15,0.736,-0.3065251602532608,3.9499999999999993,5,11
375,high,0.6931471805599454,0.052,-2.9565115604007097,4.45,5,11
376,low,1.110223024625156e-15,0.743,-0.2970592342643779,3.9499999999999993,5,11
377,high,0.6931471805599454,0.049,-3.0159349808715104,4.45,5,11
378,low,1.110223024625156e-15,0.775,-0.25489224962879004,3.9499999999999993,5,11
379,high,0.6931471805599454,0.048,-3.036554268074246,4.45,5,11
380,low,1.110223024625156e-15,0.752,-0.28501895503229724,3.9499999999999993,5,11
381,high,0.6931471805599454,0.044,-3.123565645063876,4.45,5,11
382,low,1.110223024625156e-15,0.725,-0.32158362412746233,3.9499999999999993,5,11
383,high,0.6931471805599454,0.061,-2.796881414808826,4.45,5,11
384,low,1.110223024625156e-15,0.743,-0.2970592342643779,3.9499999999999993,5,11
385,high,0.6931471805599454,0.049,-3.0159349808715104,4.45,5,11
386,low,1.110223024625156e-15,0.749,-0.2890162954649176,3.9499999999999993,5,11
387,high,0.6931471805599454,0.031,-3.473768074496991,4.45,5,11
388,low,1.110223024625156e-15,0.761,-0.2731219211204512,3.9499999999999993,5,11
389,high,0.6931471805599454,0.054,-2.9187712324178627,4.45,5,11
390,low,1.110223024625156e-15,0.716,-0.3340751120214915,3.9499999999999993,5,11
391,high,0.6931471805599454,0.052,-2.9565115604007097,4.45,5,11
392,low,1.110223024625156e-15,0.749,-0.2890162954649176,3.9499999999999993,5,11
393,high,0.6931471805599454,0.057,-2.864704011147587,4.45,5,11
394,low,1.110223024625156e-15,0.767,-0.26526847761488087,3.9499999999999993,5,11
395,high,0.6931471805599454,0.054,-2.9187712324178627,4.45,5,11
396,low,1.110223024625156e-15,0.755,-0.28103752973311236,3.9499999999999993,5,11
397,high,0.6931471805599454,0.056,-2.8824035882469876,4.45,5,11
398,low,1.110223024625156e-15,0.76,-0.2744368457017603,3.9499999999999993,5,11
399,high,0.6931471805599454,0.053,-2.9374633654300153,4.45,5,11
400,low,1.110223024625156e-15,0.766,-0.26657310924154576,3.9499999999999993,5,11
401,high,0.6931471805599454,0.051,-2.9759296462578115,4.45,5,11
402,low,1.110223024625156e-15,0.733,-0.3106095770954856,3.9499999999999993,5,11
403,high,0.6931471805599454,0.054,-2.9187712324178627,4.45,5,11
404,low,1.110223024625156e-15,0.777,-0.25231492861448956,3.9499999999999993,5,11
405,high,0.6931471805599454,0.044,-3.123565645063876,4.45,5,11
406,low,1.110223024625156e-15,0.726,-0.320205264157341,3.9499999999999993,5,11
407,high,0.6931471805599454,0.053,-2.9374633654300153,4.45,5,11
408,low,1.110223024625156e-15,0.764,-0.2691874898156165,3.9499999999999993,5,11
409,high,0.6931471805599454,0.05,-2.995732273553991,4.45,5,11
410,low,1.110223024625156e-15,0.74,-0.3011050927839216,3.9499999999999993,5,11
411,high,0.6931471805599454,0.049,-3.0159349808715104,4.45,5,11
412,low,1.110223024625156e-15,0.708,-0.34531118528841737,3.9499999999999993,5,11
413,high,0.6931471805599454,0.058,-2.8473122684357177,4.45,5,11
414,low,1.110223024625156e-15,0.784,-0.24334625863172918,3.9499999999999993,5,11
415,high,0.6931471805599454,0.046,-3.079113882493042,4.45,5,11
416,low,1.110223024625156e-15,0.744,-0.2957142441490452,3.9499999999999993,5,11
417,high,0.6931471805599454,0.052,-2.9565115604007097,4.45,5,11
418,low,1.110223024625156e-15,0.733,-0.3106095770954856,3.9499999999999993,5,11
419,high,0.6931471805599454,0.056,-2.8824035882469876,4.45,5,11
420,low,1.110223024625156e-15,0.746,-0.2930296787783762,3.9499999999999993,5,11
421,high,0.6931471805599454,0.043,-3.146555163288575,4.45,5,11
422,low,1.110223024625156e-15,0.739,-0.3024573580339353,3.9499999999999993,5,11
423,high,0.6931471805599454,0.039,-3.2441936328524905,4.45,5,11
424,low,1.110223024625156e-15,0.752,-0.28501895503229724,3.9499999999999993,5,11
425,high,0.6931471805599454,0.046,-3.079113882493042,4.45,5,11
426,low,1.110223024625156e-15,0.758,-0.2770718933397654,3.9499999999999993,5,11
427,high,0.6931471805599454,0.059,-2.8302178350764176,4.45,5,11
428,low,1.110223024625156e-15,0.772,-0.25877072895736086,3.9499999999999993,5,11
429,high,0.6931471805599454,0.045,-3.101092789211817,4.45,5,11
430,low,1.110223024625156e-15,0.757,-0.2783920255446883,3.9499999999999993,5,11
431,high,0.6931471805599454,0.045,-3.101092789211817,4.45,5,11
432,low,1.110223024625156e-15,0.747,-0.29169009384931976,3.9499999999999993,5,11
433,high,0.6931471805599454,0.055,-2.900422093749666,4.45,5,11
434,low,1.110223024625156e-15,0.738,-0.30381145438166457,3.9499999999999993,5,11
435,high,0.6931471805599454,0.043,-3.146555163288575,4.45,5,11
436,low,1.110223024625156e-15,0.751,-0.28634962721800233,3.9499999999999993,5,11
437,high,0.6931471805599454,0.045,-3.101092789211817,4.45,5,11
438,low,1.110223024625156e-15,0.768,-0.26396554583446485,3.9499999999999993,5,11
439,high,0.6931471805599454,0.041,-3.1941832122778293,4.45,5,11
440,low,1.110223024625156e-15,0.766,-0.26657310924154576,3.9499999999999993,5,11
441,high,0.6931471805599454,0.045,-3.101092789211817,4.45,5,11
442,low,1.110223024625156e-15,0.725,-0.32158362412746233,3.9499999999999993,5,11
443,high,0.6931471805599454,0.044,-3.123565645063876,4.45,5,11
444,low,1.110223024625156e-15,0.741,-0.2997546536860502,3.9499999999999993,5,11
445,high,0.6931471805599454,0.039,-3.2441936328524905,4.45,5,11
446,low,1.110223024625156e-15,0.741,-0.2997546536860502,3.9499999999999993,5,11
447,high,0.6931471805599454,0.062,-2.7806208939370456,4.45,5,11
448,low,1.110223024625156e-15,0.765,-0.2678794451556012,3.9499999999999993,5,11
449,high,0.6931471805599454,0.045,-3.101092789211817,4.45,5,11
450,low,1.110223024625156e-15,0.754,-0.282362910974181,3.9499999999999993,5,11
451,high,0.6931471805599454,0.045,-3.101092789211817,4.45,5,11
452,low,1.110223024625156e-15,0.747,-0.29169009384931976,3.9499999999999993,5,11
453,high,0.6931471805599454,0.04,-3.2188758248682006,4.45,5,11
454,low,1.110223024625156e-15,0.776,-0.25360275879891825,3.9499999999999993,5,11
455,high,0.6931471805599454,0.046,-3.079113882493042,4.45,5,11
456,low,1.110223024625156e-15,0.76,-0.2744368457017603,3.9499999999999993,5,11
457,high,0.6931471805599454,0.035,-3.3524072174927233,4.45,5,11
458,low,1.110223024625156e-15,0.757,-0.2783920255446883,3.9499999999999993,5,11
459,high,0.6931471805599454,0.053,-2.9374633654300153,4.45,5,11
460,low,1.110223024625156e-15,0.72,-0.3285040669720361,3.9499999999999993,5,11
461,high,0.6931471805599454,0.055,-2.900422093749666,4.45,5,11
462,low,1.110223024625156e-15,0.746,-0.2930296787783762,3.9499999999999993,5,11
463,high,0.6931471805599454,0.056,-2.8824035882469876,4.45,5,11
464,low,1.110223024625156e-15,0.751,-0.28634962721800233,3.9499999999999993,5,11
465,high,0.6931471805599454,0.04,-3.2188758248682006,4.45,5,11
466,low,1.110223024625156e-15,0.749,-0.2890162954649176,3.9499999999999993,5,11
467,high,0.6931471805599454,0.047,-3.0576076772720784,4.45,5,11
468,low,1.110223024625156e-15,0.718,-0.33128570993391293,3.9499999999999993,5,11
469,high,0.6931471805599454,0.045,-3.101092789211817,4.45,5,11
470,low,1.110223024625156e-15,0.75,-0.2876820724517809,3.9499999999999993,5,11
471,high,0.6931471805599454,0.044,-3.123565645063876,4.45,5,11
472,low,1.110223024625156e-15,0.725,-0.32158362412746233,3.9499999999999993,5,11
473,high,0.6931471805599454,0.046,-3.079113882493042,4.45,5,11
474,low,1.110223024625156e-15,0.741,-0.2997546536860502,3.9499999999999993,5,11
475,high,0.6931471805599454,0.048,-3.036554268074246,4.45,5,11
476,low,1.110223024625156e-15,0.747,-0.29169009384931976,3.9499999999999993,5,11
477,high,0.6931471805599454,0.039,-3.2441936328524905,4.45,5,11
478,low,1.110223024625156e-15,0.759,-0.27575350158650713,3.9499999999999993,5,11
479,high,0.6931471805599454,0.045,-3.101092789211817,4.45,5,11
480,low,1.110223024625156e-15,0.74,-0.3011050927839216,3.9499999999999993,5,11
481,high,0.6931471805599454,0.051,-2.9759296462578115,4.45,5,11
482,low,1.110223024625156e-15,0.733,-0.3106095770954856,3.9499999999999993,5,11
483,high,0.6931471805599454,0.051,-2.9759296462578115,4.45,5,11
484,low,1.110223024625156e-15,0.746,-0.2930296787783762,3.9499999999999993,5,11
485,high,0.6931471805599454,0.04,-3.2188758248682006,4.45,5,11
486,low,1.110223024625156e-15,0.756,-0.27971390280260405,3.9499999999999993,5,11
487,high,0.6931471805599454,0.042,-3.170085660698769,4.45,5,11
488,low,1.110223024625156e-15,0.782,-0.24590053843682594,3.9499999999999993,5,11
489,high,0.6931471805599454,0.042,-3.170085660698769,4.45,5,11
490,low,1.110223024625156e-15,0.734,-0.3092462503676215,3.9499999999999993,5,11
491,high,0.6931471805599454,0.031,-3.473768074496991,4.45,5,11
492,low,1.110223024625156e-15,0.741,-0.2997546536860502,3.9499999999999993,5,11
493,high,0.6931471805599454,0.04,-3.2188758248682006,4.45,5,11
494,low,1.110223024625156e-15,0.764,-0.2691874898156165,3.9499999999999993,5,11
495,high,0.6931471805599454,0.045,-3.101092789211817,4.45,5,11
496,low,1.110223024625156e-15,0.753,-0.2836900511822435,3.9499999999999993,5,11
497,high,0.6931471805599454,0.043,-3.146555163288575,4.45,5,11
498,low,1.110223024625156e-15,0.759,-0.27575350158650713,3.9499999999999993,5,11
499,high,0.6931471805599454,0.037,-3.2968373663379125,4.45,5,11
500,low,1.110223024625156e-15,0.744,-0.2957142441490452,3.9499999999999993,5,11
501,high,0.6931471805599454,0.039,-3.2441936328524905,4.45,5,11
502,low,1.110223024625156e-15,0.764,-0.2691874898156165,3.9499999999999993,5,11
503,high,0.6931471805599454,0.043,-3.146555163288575,4.45,5,11
504,low,1.110223024625156e-15,0.745,-0.29437106060257756,3.9499999999999993,5,11
505,high,0.6931471805599454,0.05,-2.995732273553991,4.45,5,11
506,low,1.110223024625156e-15,0.734,-0.3092462503676215,3.9499999999999993,5,11
507,high,0.6931471805599454,0.048,-3.036554268074246,4.45,5,11
508,low,1.110223024625156e-15,0.739,-0.3024573580339353,3.9499999999999993,5,11
509,high,0.6931471805599454,0.038,-3.270169119255751,4.45,5,11
510,low,1.110223024625156e-15,0.776,-0.25360275879891825,3.9499999999999993,5,11
511,high,0.6931471805599454,0.056,-2.8824035882469876,4.45,5,11
512,low,1.110223024625156e-15,0.743,-0.2970592342643779,3.9499999999999993,5,11
513,high,0.6931471805599454,0.041,-3.1941832122778293,4.45,5,11
514,low,1.110223024625156e-15,0.736,-0.3065251602532608,3.9499999999999993,5,11
515,high,0.6931471805599454,0.052,-2.9565115604007097,4.45,5,11
516,low,1.110223024625156e-15,0.733,-0.3106095770954856,3.9499999999999993,5,11
517,high,0.6931471805599454,0.052,-2.9565115604007097,4.45,5,11
518,low,1.110223024625156e-15,0.728,-0.3174542307854511,3.9499999999999993,5,11
519,high,0.6931471805599454,0.04,-3.2188758248682006,4.45,5,11
520,low,1.110223024625156e-15,0.739,-0.3024573580339353,3.9499999999999993,5,11
521,high,0.6931471805599454,0.037,-3.2968373663379125,4.45,5,11
522,low,1.110223024625156e-15,0.748,-0.2903523010076598,3.9499999999999993,5,11
523,high,0.6931471805599454,0.057,-2.864704011147587,4.45,5,11
524,low,1.110223024625156e-15,0.762,-0.2718087232954908,3.9499999999999993,5,11
525,high,0.6931471805599454,0.063,-2.7646205525906042,4.45,5,11
526,low,1.110223024625156e-15,0.753,-0.2836900511822435,3.9499999999999993,5,11
527,high,0.6931471805599454,0.041,-3.1941832122778293,4.45,5,11
528,low,1.110223024625156e-15,0.728,-0.3174542307854511,3.9499999999999993,5,11
529,high,0.6931471805599454,0.049,-3.0159349808715104,4.45,5,11
530,low,1.110223024625156e-15,0.726,-0.320205264157341,3.9499999999999993,5,11
531,high,0.6931471805599454,0.047,-3.0576076772720784,4.45,5,11
532,low,1.110223024625156e-15,0.76,-0.2744368457017603,3.9499999999999993,5,11
533,high,0.6931471805599454,0.041,-3.1941832122778293,4.45,5,11
534,low,1.110223024625156e-15,0.737,-0.3051673867928005,3.9499999999999993,5,11
535,high,0.6931471805599454,0.041,-3.1941832122778293,4.45,5,11
536,low,1.110223024625156e-15,0.758,-0.2770718933397654,3.9499999999999993,5,11
537,high,0.6931471805599454,0.057,-2.864704011147587,4.45,5,11
538,low,1.110223024625156e-15,0.73,-0.31471074483970024,3.9499999999999993,5,11
539,high,0.6931471805599454,0.038,-3.270169119255751,4.45,5,11
540,low,1.110223024625156e-15,0.759,-0.27575350158650713,3.9499999999999993,5,11
541,high,0.6931471805599454,0.045,-3.101092789211817,4.45,5,11
542,low,1.110223024625156e-15,0.749,-0.2890162954649176,3.9499999999999993,5,11
543,high,0.6931471805599454,0.041,-3.1941832122778293,4.45,5,11
544,low,1.110223024625156e-15,0.765,-0.2678794451556012,3.9499999999999993,5,11
545,high,0.6931471805599454,0.047,-3.0576076772720784,4.45,5,11
546,low,1.110223024625156e-15,0.746,-0.2930296787783762,3.9499999999999993,5,11
547,high,0.6931471805599454,0.045,-3.101092789211817,4.45,5,11
548,low,1.110223024625156e-15,0.752,-0.28501895503229724,3.9499999999999993,5,11
549,high,0.6931471805599454,0.043,-3.146555163288575,4.45,5,11
550,low,1.110223024625156e-15,0.743,-0.2970592342643779,3.9499999999999993,5,11
551,high,0.6931471805599454,0.031,-3.473768074496991,4.45,5,11
552,low,1.110223024625156e-15,0.745,-0.29437106060257756,3.9499999999999993,5,11
553,high,0.6931471805599454,0.049,-3.0159349808715104,4.45,5,11
554,low,1.110223024625156e-15,0.759,-0.27575350158650713,3.9499999999999993,5,11
555,high,0.6931471805599454,0.055,-2.900422093749666,4.45,5,11
556,low,1.110223024625156e-15,0.761,-0.2731219211204512,3.9499999999999993,5,11
557,high,0.6931471805599454,0.043,-3.146555163288575,4.45,5,11
558,low,1.110223024625156e-15,0.744,-0.2957142441490452,3.9499999999999993,5,11
559,high,0.6931471805599454,0.045,-3.101092789211817,4.45,5,11
560,low,1.110223024625156e-15,0.75,-0.2876820724517809,3.9499999999999993,5,11
561,high,0.6931471805599454,0.039,-3.2441936328524905,4.45,5,11
