trial,T1,T2,error_1q,error_2q,p_phys,S_in,S_out,Delta_S,p_log,log_p_log,duration,qubit_count,gate_count,log_p_phys
512,106.22154616966571,27.999067634068897,0.0023456731434904165,0.024750118069372305,0.024750118069372305,0.0,0.15571915990274837,0.15571915990274837,0.075,-2.5902671654458267,3.8,5,8,-3.698925019499127
513,62.91819028849804,59.84254752758546,0.004264879320255243,0.03378209452912631,0.03378209452912631,0.0,0.1955025937821124,0.1955025937821124,0.121,-2.111964733385396,3.8,5,8,-3.3878243645180146
514,94.90731035245724,43.301241835430524,0.003289769989039675,0.02772616160093837,0.02772616160093837,0.0,0.16936147865365156,0.16936147865365156,0.082,-2.501036031717884,3.8,5,8,-3.5853788493848366
515,54.50823880410759,37.27636046422914,0.004051377724440914,0.023502754002250947,0.023502754002250947,0.0,0.1498259236622578,0.1498259236622578,0.075,-2.5902671654458267,3.8,5,8,-3.7506376731132747
516,53.73422394440082,45.627731958259915,0.0010866825324662745,0.0136724209095139,0.0136724209095139,0.0,0.0989309732245797,0.0989309732245797,0.046,-3.079113882493042,3.8,5,8,-4.2923745473997625
517,62.82508864628214,33.8914226607872,0.0038080823778743112,0.026449907115692933,0.026449907115692933,0.0,0.16358066301081425,0.16358066301081425,0.089,-2.419118909249997,3.8,5,8,-3.632502632378024
518,66.42335725277553,58.94870266171889,0.004409951089262493,0.043658342827254344,0.043658342827254344,0.0,0.234251903663241,0.234251903663241,0.123,-2.0955709236097197,3.8,5,8,-3.1313608848964485
519,69.62090258319273,39.6872591275499,0.004926449315090288,0.03882861133918953,0.03882861133918953,0.0,0.2158466950740651,0.2158466950740651,0.137,-1.987774353154012,3.8,5,8,-3.248597898453655
520,51.91901227726529,26.22014324640162,0.00237326374638043,0.04555179008721645,0.04555179008721646,0.0,0.24120839141502187,0.24120839141502187,0.151,-1.8904754421672127,3.8,5,8,-3.0889053566583273
521,105.51174463294504,49.84860428151484,0.0006168211297874899,0.03318222513149041,0.03318222513149041,0.0,0.19300178003062818,0.19300178003062818,0.113,-2.1803674602697964,3.8,5,8,-3.405740934036524
522,156.2879253223127,42.361923840026115,0.0039004980695341042,0.04825935604113977,0.04825935604113977,0.0,0.2509190571279303,0.2509190571279303,0.153,-1.8773173575897015,3.8,5,8,-3.0311655624064
523,66.32078177649029,41.65621557338291,0.0015069759946144201,0.03984986653265813,0.03984986653265813,0.0,0.219821117852687,0.219821117852687,0.155,-1.8643301620628905,3.8,5,8,-3.2226362229947303
524,111.35657406044479,60.25549984770655,0.004009779382117881,0.02040255316046029,0.02040255316046029,0.0,0.13468543333643518,0.13468543333643518,0.072,-2.631089159966082,3.8,5,8,-3.8920952310386663
525,177.7907340340502,52.34260872953254,0.0008739786318932053,0.035099056790271324,0.035099056790271324,0.0,0.20092934389695188,0.20092934389695188,0.112,-2.1892564076870427,3.8,5,8,-3.3495810209434196
526,150.16230499723514,38.78372700654931,0.00430017835929389,0.045401019483522556,0.04540101948352256,0.0,0.2406595583242002,0.2406595583242002,0.134,-2.0099154790312257,3.8,5,8,-3.09222071860276
527,73.39781265595158,72.10666342583886,0.0007894864874389162,0.010898767751722008,0.010898767751722008,0.0,0.08273586286382019,0.08273586286382019,0.032,-3.4420193761824103,3.8,5,8,-4.519105546438439
528,64.54824064590969,58.37327556718574,0.003306033506392313,0.008453109877891371,0.008453109877891371,0.0,0.06751469306731664,0.06751469306731664,0.037,-3.2968373663379125,3.8,5,8,-4.773220872433993
529,92.06003120762045,55.75442766738905,0.0005089740164479781,0.0442384020519596,0.04423840205195959,0.0,0.236397925222211,0.236397925222211,0.153,-1.8773173575897015,3.8,5,8,-3.11816204240323
530,152.33073652314104,50.362211713768126,0.0048389204147699354,0.021470287984479888,0.021470287984479888,0.0,0.13998307755219502,0.13998307755219502,0.067,-2.703062659591171,3.8,5,8,-3.841085253838141
531,195.64261293778387,63.105602477561305,0.0032098892389443127,0.009131789869493465,0.009131789869493465,0.0,0.07183984482616021,0.07183984482616021,0.027,-3.611918412977808,3.8,5,8,-4.6959935609282715
532,169.80224303948864,45.21832245140077,0.0008949436883341488,0.001617768478812193,0.0016177684788121927,0.0,0.017011551510547587,0.017011551510547587,0.004,-5.521460917862246,3.8,5,8,-6.426707561553305
533,108.63668538446355,51.93572763490204,0.003624832749608877,0.04462264459787231,0.04462264459787232,0.0,0.23781219954422014,0.23781219954422014,0.145,-1.9310215365615626,3.8,5,8,-3.109513822395867
534,55.81841907977325,44.98973475200715,0.0010183185260781529,0.043050675604701036,0.04305067560470103,0.0,0.23198937582981397,0.23198937582981397,0.138,-1.9805015938249322,3.8,5,8,-3.1453773547425485
535,155.63073782438747,52.90909000965998,0.003580189713254226,0.016403155546003672,0.016403155546003672,0.0,0.1139750981026737,0.1139750981026737,0.05,-2.995732273553991,3.8,5,8,-4.110281551318985
536,96.08184754850807,75.57048355086621,0.002350399466148748,0.01853211500094665,0.01853211500094665,0.0,0.12517830076956513,0.12517830076956513,0.058,-2.8473122684357177,3.8,5,8,-3.9882501059134987
537,99.200884863549,78.29062318671272,0.0017425194321172763,0.009514318063651446,0.009514318063651446,0.0,0.07424179622175112,0.07424179622175112,0.028,-3.575550768806933,3.8,5,8,-4.654957450413402
538,134.16683017038375,78.56487868875747,0.0005931236447653134,0.012753831525041292,0.01275383152504129,0.0,0.09367846262084696,0.09367846262084696,0.042,-3.170085660698769,3.8,5,8,-4.361923540754375
539,60.87593704805319,34.073859658433705,0.0023067197966365216,0.03769249051120202,0.03769249051120202,0.0,0.21137069957703114,0.21137069957703114,0.11,-2.2072749131897207,3.8,5,8,-3.278294395053568
540,123.31045880333089,59.12569471158014,0.0018266372383873065,0.04223093010115324,0.04223093010115323,0.0,0.228913582362617,0.228913582362617,0.134,-2.0099154790312257,3.8,5,8,-3.164602385624473
541,96.09773514997491,93.43170650037543,0.0032072964776491105,0.007186972336660634,0.007186972336660634,0.0,0.05920825106132516,0.05920825106132516,0.03,-3.506557897319982,3.8,5,8,-4.9354852895834345
542,127.6642980042769,39.234861997374956,0.003463003263761877,0.004412416259957881,0.004412416259957881,0.0,0.03966185651318601,0.03966185651318601,0.014,-4.268697949366879,3.8,5,8,-5.423332834816033
543,63.71755769793998,55.67271639323223,0.001213179829415223,0.04201501513690407,0.04201501513690407,0.0,0.22809886914337188,0.22809886914337188,0.102,-2.282782465697866,3.8,5,8,-3.169728221328212
544,73.63952249646178,50.06814812446544,0.0035013378101981718,0.026120082904107597,0.026120082904107597,0.0,0.16207000366453317,0.16207000366453317,0.108,-2.2256240518579173,3.8,5,8,-3.645050800608515
545,76.34583470636265,31.69856801853907,0.0002626278373558885,0.015893373660795466,0.015893373660795466,0.0,0.11122712700154753,0.11122712700154753,0.057,-2.864704011147587,3.8,5,8,-4.141853007514107
546,123.65542895605293,91.80277295896919,0.004368901963088955,0.03853717405022983,0.03853717405022983,0.0,0.21470405163003614,0.21470405163003614,0.141,-1.9589953886039688,3.8,5,8,-3.2561319437951326
547,149.16351367068188,62.8493533868497,0.0013754056020734147,0.04545255650458566,0.04545255650458566,0.0,0.24084726061205594,0.24084726061205594,0.171,-1.7660917224794772,3.8,5,8,-3.091086211214792
548,126.70422423790366,54.36994455247088,0.0006438483991460573,0.02290572164651485,0.02290572164651485,0.0,0.14696628448372295,0.14696628448372295,0.083,-2.488914671185539,3.8,5,8,-3.776368546070545
549,94.65276412654816,79.03598835659938,0.002778576278920163,0.019639626899550074,0.019639626899550074,0.0,0.1308434848721943,0.1308434848721943,0.053,-2.9374633654300153,3.8,5,8,-3.9302059732041807
550,193.67002189301752,29.14744209070844,0.0021704872987285285,0.0030592090833988592,0.0030592090833988592,0.0,0.029209592026218888,0.029209592026218888,0.009,-4.710530701645918,3.8,5,8,-5.789598865904337
551,139.45582937492932,89.26416970487045,0.0014721829147973983,0.04305874216315692,0.04305874216315692,0.0,0.23201950715347555,0.23201950715347555,0.126,-2.071473372030659,3.8,5,8,-3.1451899987322864
552,74.97265825983642,67.97411893640084,0.003794413327624241,0.04044043206523049,0.04044043206523049,0.0,0.22209870175418223,0.22209870175418223,0.13,-2.0402208285265546,3.8,5,8,-3.2079252007813404
553,51.263827777566654,49.91288338689766,0.0036606878611445837,0.015932803673920533,0.015932803673920533,0.0,0.11144061974966062,0.11144061974966062,0.051,-2.9759296462578115,3.8,5,8,-4.1393751709279325
554,157.8757217736642,36.93453697783199,0.004376493813874027,0.006516439130184914,0.006516439130184914,0.0,0.054669753154758687,0.054669753154758687,0.025,-3.6888794541139363,3.8,5,8,-5.0334271979126095
555,132.626765389363,52.90210203611167,0.00057301890395766,0.01285279758468311,0.012852797584683112,0.0,0.09424937899513716,0.09424937899513716,0.039,-3.2441936328524905,3.8,5,8,-4.3541937804662
556,50.867217087278,34.8781928164791,0.0015761997777240019,0.030319516730590183,0.03031951673059018,0.0,0.18080609974421866,0.18080609974421866,0.096,-2.3434070875143007,3.8,5,8,-3.4959636572996966
557,75.49618326277692,34.82544541186468,0.0037416466737848564,0.003358998962939319,0.003358998962939319,0.0,0.031593317923825,0.031593317923825,0.008,-4.8283137373023015,3.8,5,8,-5.6961122770929284
558,174.81027552229205,81.48055706145792,0.003372242947809392,0.030067856935261834,0.030067856935261834,0.0,0.1797125554104763,0.1797125554104763,0.103,-2.2730262907525014,3.8,5,8,-3.5042985537179496
559,172.26206087090233,32.32361273891629,0.0004869488947350602,0.012735998325567367,0.012735998325567368,0.0,0.0935754542439914,0.0935754542439914,0.044,-3.123565645063876,3.8,5,8,-4.3633227813525295
560,150.43669924066077,26.230924000834666,0.0029557534919090987,0.04977643829337419,0.04977643829337419,0.0,0.25624314263599174,0.25624314263599174,0.169,-1.7778565640590636,3.8,5,8,-3.000213533550326
561,163.7383415185465,51.508819385895315,0.00041184045550454745,0.04173730220489978,0.041737302204899775,0.0,0.22704814300370318,0.22704814300370318,0.125,-2.0794415416798357,3.8,5,8,-3.1763600127496545
562,114.70728478369384,29.31815036451072,0.0005599006956344453,0.04557171415239303,0.04557171415239303,0.0,0.24128085365669094,0.24128085365669094,0.153,-1.8773173575897015,3.8,5,8,-3.0884680586053097
563,126.4354063983468,78.92605792316708,0.00440699661138311,0.029016845250367792,0.029016845250367792,0.0,0.17510651486848505,0.17510651486848505,0.106,-2.24431618487007,3.8,5,8,-3.5398787469334096
564,102.44806272603786,45.40285173712294,0.0016530382801764846,0.02229520208207688,0.022295202082076877,0.0,0.1440151104389875,0.1440151104389875,0.079,-2.5383074265151158,3.8,5,8,-3.8033837769349446
565,146.18135499255644,57.588268962290044,0.004473364120778746,0.0227256207045802,0.0227256207045802,0.0,0.14609856175835192,0.14609856175835192,0.074,-2.6036901857779675,3.8,5,8,-3.784262325558706
566,116.00437026565402,59.982564351634785,0.0029993160953009947,0.0354290548811903,0.0354290548811903,0.0,0.20227574372703228,0.20227574372703228,0.115,-2.162823150618887,3.8,5,8,-3.340223036125523
567,69.48950151187094,42.210341166615315,0.0006107015337609036,0.019841055054595817,0.019841055054595817,0.0,0.1318625404733724,0.1318625404733724,0.06,-2.8134107167600364,3.8,5,8,-3.920002000384287
568,98.3048252337444,61.06259662129673,0.004757602157672397,0.03043190226086944,0.030431902260869437,0.0,0.18129330197737625,0.18129330197737625,0.092,-2.385966701933097,3.8,5,8,-3.4922638043465337
569,140.17099334791288,50.43622204809613,0.003207109753744023,0.004475678590554899,0.004475678590554899,0.0,0.040132917757491476,0.040132917757491476,0.016,-4.135166556742356,3.8,5,8,-5.40909729840409
570,71.14247948173447,36.49973397093672,0.0024152174395319164,0.003236788529616803,0.003236788529616803,0.0,0.030626791251134964,0.030626791251134964,0.009,-4.710530701645918,3.8,5,8,-5.733173635298791
571,60.71177234169506,31.95991895760755,0.004860510185415149,0.01723600334804949,0.01723600334804949,0.0,0.11840892766950399,0.11840892766950399,0.061,-2.796881414808826,3.8,5,8,-4.060754864981089
572,97.54109790035255,32.64993468032364,0.003092822348271264,0.014753477560282741,0.014753477560282743,0.0,0.10498431407971878,0.10498431407971878,0.047,-3.0576076772720784,3.8,5,8,-4.216276457186102
573,66.61805585327548,41.478224037199254,0.00012697841588606203,0.0013755375998120412,0.001375537599812041,0.0,0.01480198143193867,0.01480198143193867,0.002,-6.214608098422191,3.8,5,8,-6.588910642595539
574,67.742710520871,25.932089687765156,0.0006293261952403878,0.01760417181759883,0.01760417181759883,0.0,0.12034764577390268,0.12034764577390268,0.062,-2.7806208939370456,3.8,5,8,-4.039619369935567
575,152.1159421443814,55.25194997594659,0.00261207185718644,0.01538095233719796,0.01538095233719796,0.0,0.10843791749346719,0.10843791749346719,0.052,-2.9565115604007097,3.8,5,8,-4.1746253963276185
576,181.9456348120708,43.347782036155635,0.0005267545572992803,0.031236259289772264,0.031236259289772264,0.0,0.18475979283942068,0.18475979283942068,0.103,-2.2730262907525014,3.8,5,8,-3.466175702224605
577,58.547390972937514,33.53692777413271,0.0025863184997172634,0.04383690370957362,0.043836903709573626,0.0,0.23491393701633712,0.23491393701633712,0.138,-1.9805015938249322,3.8,5,8,-3.1272792658992308
578,99.10935601356255,65.7678125107397,0.0049648025110954445,0.0074429668750011,0.007442966875001099,0.0,0.060914353357546275,0.060914353357546275,0.028,-3.575550768806933,3.8,5,8,-4.900485736104513
579,73.17704435510284,38.193023799971435,0.0021669580748402734,0.021140032688011744,0.021140032688011744,0.0,0.13835414436180868,0.13835414436180868,0.06,-2.8134107167600364,3.8,5,8,-3.8565867522776767
580,175.95688973779187,67.27140471388518,0.003078735549044448,0.01615926317527632,0.01615926317527632,0.0,0.11266369296118373,0.11266369296118373,0.059,-2.8302178350764176,3.8,5,8,-4.125261822518035
581,156.65390884547207,93.96015660113974,0.00412387158449611,0.0010766901543821723,0.0010766901543821723,0.0,0.011984648021466034,0.011984648021466034,0.004,-5.521460917862246,3.8,5,8,-6.83386361543799
582,120.81526414355477,26.836543330227784,0.0013622753796352371,0.003916710317040812,0.003916710317040812,0.0,0.03592024486731846,0.03592024486731846,0.019,-3.9633162998156966,3.8,5,8,-5.542503182345803
583,115.47582920643954,64.76022157900907,0.0006609894265229351,0.019808105269203995,0.019808105269203995,0.0,0.13169607548968693,0.13169607548968693,0.063,-2.7646205525906042,3.8,5,8,-3.921664068014873
584,94.1134627714701,40.776333028486484,0.0006930225023774459,0.021528441719186296,0.021528441719186293,0.0,0.14026903156150797,0.14026903156150797,0.062,-2.7806208939370456,3.8,5,8,-3.8383803474111797
585,141.65250312287537,27.586136610447987,0.0004928820690013269,0.018383793299963227,0.018383793299963227,0.0,0.12441142566995389,0.12441142566995389,0.065,-2.7333680090865,3.8,5,8,-3.9962858014135305
586,184.47833833087813,63.162723873634405,0.0034254827876955673,0.018734079551055386,0.018734079551055386,0.0,0.12621937634167754,0.12621937634167754,0.069,-2.6736487743848776,3.8,5,8,-3.977410977857711
587,113.86478098790558,25.35359737256964,0.0032168706274067565,0.045751060431235606,0.045751060431235606,0.0,0.2419324397175642,0.2419324397175642,0.155,-1.8643301620628905,3.8,5,8,-3.0845403087044097
588,116.88962931277125,83.93806943607356,0.0036474679717838593,0.006907362403780822,0.006907362403780822,0.0,0.05732827197434291,0.05732827197434291,0.029,-3.540459448995663,3.8,5,8,-4.975167421194157
589,174.70327030148937,27.41215564320558,0.0027164406154840423,0.007964719065879425,0.007964719065879425,0.0,0.06434895038543331,0.06434895038543331,0.017,-4.074541934925921,3.8,5,8,-4.832733607318193
590,50.8180605415231,33.72558659906809,0.0015456994675053656,0.02481402419608255,0.024814024196082547,0.0,0.15601819833406344,0.15601819833406344,0.073,-2.617295837833746,3.8,5,8,-3.6963462938639013
591,111.29584807165652,26.56278176284326,0.0007027161461063536,0.028373477426070843,0.028373477426070843,0.0,0.17225522312252967,0.17225522312252967,0.107,-2.234926444520231,3.8,5,8,-3.5623004636133637
592,80.45950159450344,58.626732582185454,0.0032962290781005043,0.04243461378650544,0.04243461378650545,0.0,0.22968038790656714,0.22968038790656714,0.127,-2.0635681925235456,3.8,5,8,-3.1597908868978855
593,130.5846801229319,45.37162243518658,0.0033975364497327186,0.01449367753851551,0.014493677538515512,0.0,0.10354172785225679,0.10354172785225679,0.057,-2.864704011147587,3.8,5,8,-4.234042756471644
594,76.45204499942619,60.38820809741196,0.0022874556303677522,0.04012063668539927,0.04012063668539927,0.0,0.2208672399411621,0.2208672399411621,0.127,-2.0635681925235456,3.8,5,8,-3.2158644464879194
595,156.35710167200634,82.0812539009524,0.004591512655621916,0.022118275805151518,0.022118275805151518,0.0,0.14315468317223579,0.14315468317223579,0.074,-2.6036901857779675,3.8,5,8,-3.8113510526919345
596,77.79415327200745,48.413673473292434,0.0019187448748443751,0.030452634173211417,0.030452634173211413,0.0,0.1813830995917292,0.1813830995917292,0.11,-2.2072749131897207,3.8,5,8,-3.4915827804164032
597,132.9765381930618,64.92338096089946,0.0019353091463985945,0.00917614988323889,0.00917614988323889,0.0,0.07211967941365116,0.07211967941365116,0.026,-3.649658740960655,3.8,5,8,-4.691147565020937
598,90.81853544532608,30.048733058222485,0.004461475472400661,0.017947995576155014,0.017947995576155014,0.0,0.12214670434782834,0.12214670434782834,0.064,-2.7488721956224653,3.8,5,8,-4.020276837349654
599,61.93897846165998,25.583917007231577,0.0032645296928037726,0.03220821355528242,0.03220821355528242,0.0,0.18890153105744303,0.18890153105744303,0.118,-2.137070654516472,3.8,5,8,-3.4355337796023857
600,80.17410968999135,27.178968805640906,0.0021071815849866365,0.016249657258106287,0.016249657258106287,0.0,0.11315044006890483,0.11315044006890483,0.056,-2.8824035882469876,3.8,5,8,-4.11968346223767
601,127.83131332075779,57.8969196797111,0.001886509268167946,0.011676735158494517,0.011676735158494517,0.0,0.08738239339059198,0.08738239339059198,0.043,-3.146555163288575,3.8,5,8,-4.450156864757696
602,196.71022246923098,46.91116525564955,0.0034725437553231615,0.007887095411339678,0.007887095411339678,0.0,0.06384148827310134,0.06384148827310134,0.02,-3.912023005428146,3.8,5,8,-4.84252734734775
603,98.02212984114895,25.958516005617472,0.0025767300777612043,0.048236852948767416,0.048236852948767416,0.0,0.25083946341129204,0.25083946341129204,0.162,-1.820158943749753,3.8,5,8,-3.031631966071701
604,85.16977395841982,26.224025584890377,0.0002516833755047833,0.020011351237396606,0.020011351237396606,0.0,0.13272144649682716,0.13272144649682716,0.074,-2.6036901857779675,3.8,5,8,-3.9114556045606377
605,62.41868517668459,25.539920365704003,0.0038054467083558662,0.023467627435212645,0.023467627435212645,0.0,0.14965838565534453,0.14965838565534453,0.083,-2.488914671185539,3.8,5,8,-3.7521333634828964
606,74.66425038866755,66.93217925336683,0.0006690809049825755,0.047840022618810644,0.047840022618810644,0.0,0.24943284986599107,0.24943284986599107,0.14,-1.9661128563728327,3.8,5,8,-3.039892696538647
607,77.26748979827146,68.12527443850907,0.003054420094749361,0.04150866062733289,0.04150866062733289,0.0,0.22618067491737362,0.22618067491737362,0.127,-2.0635681925235456,3.8,5,8,-3.1818531837029242
608,195.616264279007,37.28871213161467,0.004809563878497206,0.0200846128502186,0.0200846128502186,0.0,0.1330902076243719,0.1330902076243719,0.067,-2.703062659591171,3.8,5,8,-3.907801286924574
609,85.32401794192914,37.96741458198178,0.002752897276003167,0.008553107115745869,0.008553107115745869,0.0,0.06815725435114468,0.06815725435114468,0.029,-3.540459448995663,3.8,5,8,-4.761460656698805
610,107.73021743826887,52.97595607755345,0.0038333188817638625,0.0418488481349417,0.0418488481349417,0.0,0.22747056050987846,0.22747056050987846,0.135,-2.0024805005437076,3.8,5,8,-3.1736910060827426
611,92.07508318419835,37.07846381534825,0.001370740996853763,0.010536567998538724,0.010536567998538726,0.0,0.08054245342100957,0.08054245342100957,0.04,-3.2188758248682006,3.8,5,8,-4.552903405730527
612,54.159831831231386,32.577111025660855,0.0014242136914408379,0.048354451907453966,0.048354451907453966,0.0,0.2512552101306072,0.2512552101306072,0.149,-1.903808973036678,3.8,5,8,-3.029196984642128
613,108.32886063957251,40.45960325454367,0.00294429124486911,0.007820638365939079,0.007820638365939079,0.0,0.06340606506767403,0.06340606506767403,0.026,-3.649658740960655,3.8,5,8,-4.850989095283638
614,92.53605487799085,56.73792100458249,0.0024955993757830117,0.02068716123206189,0.02068716123206189,0.0,0.13610643055022442,0.13610643055022442,0.078,-2.551046452292545,3.8,5,8,-3.8782420014683905
615,198.3016631970903,84.71148728367137,0.0031546891949812564,0.028899490697931858,0.02889949069793186,0.0,0.17458824057859032,0.17458824057859032,0.105,-2.2537949288246137,3.8,5,8,-3.543931306927968
616,118.20744964872974,33.0477559306191,0.002036174941995161,0.0029335171116540667,0.0029335171116540667,0.0,0.02819692848260261,0.02819692848260261,0.013,-4.3428059215206005,3.8,5,8,-5.831553196428372
617,96.6667789292729,52.104900206199,0.001215973706905727,0.048237413511110175,0.04823741351111018,0.0,0.2508414463498737,0.2508414463498737,0.15,-1.8971199848858813,3.8,5,8,-3.031620345100361
618,176.40717269193306,68.03205016559846,0.0027135944809502763,0.043628488822736566,0.043628488822736566,0.0,0.23414109309808293,0.23414109309808293,0.164,-1.8078888511579385,3.8,5,8,-3.132044928643198
619,59.92810615008866,49.89868527299336,0.0007116219884375567,0.03991632246492087,0.03991632246492087,0.0,0.22007816452085252,0.22007816452085252,0.111,-2.198225077669803,3.8,5,8,-3.2209699544046457
620,73.28222114378333,64.20852908477765,0.00472580625974445,0.008291002500850665,0.008291002500850665,0.0,0.06646901797873012,0.06646901797873012,0.037,-3.2968373663379125,3.8,5,8,-4.792584388213719
621,94.95732572253817,92.57825249166676,0.0024686964362684184,0.043313828603212715,0.04331382860321272,0.0,0.23297099026603296,0.23297099026603296,0.154,-1.870802676568508,3.8,5,8,-3.1392833276808276
622,113.08934779930775,42.064054337858835,0.001500339422076764,0.010957931463218277,0.010957931463218279,0.0,0.08309229074645452,0.08309229074645452,0.039,-3.2441936328524905,3.8,5,8,-4.513691750382801
623,143.75343031396028,42.72288605432179,0.0026052497647836804,0.025123948520057917,0.025123948520057917,0.0,0.15746452655376242,0.15746452655376242,0.089,-2.419118909249997,3.8,5,8,-3.6839337634265745
624,111.30805954319096,82.99833446942017,0.004905622783558804,0.020971626220117032,0.020971626220117032,0.0,0.13752020563917614,0.13752020563917614,0.067,-2.703062659591171,3.8,5,8,-3.864584887236466
625,157.46572583905876,72.14921431224859,0.002910291862132309,0.047846310036984724,0.047846310036984724,0.0,0.24945518106914988,0.24945518106914988,0.172,-1.760260802168684,3.8,5,8,-3.039761279271235
626,66.01880963239229,27.79839685344757,0.004284413638081568,0.022518341015053667,0.022518341015053667,0.0,0.14509693665103268,0.14509693665103268,0.075,-2.5902671654458267,3.8,5,8,-3.793425145606549
627,161.76928477078627,86.22513636314385,0.00040604220873345,0.044289773386316976,0.044289773386316976,0.0,0.23658734175126295,0.23658734175126295,0.145,-1.9310215365615626,3.8,5,8,-3.1170014776481314
628,93.08612909490027,48.906757120165516,0.0031703033043567297,0.04639274772977425,0.04639274772977425,0.0,0.2442537676991739,0.2442537676991739,0.139,-1.973281345851445,3.8,5,8,-3.070612130893157
629,51.34273977571612,35.23483193742299,0.003469838007909747,0.0364126409272132,0.0364126409272132,0.0,0.20625766042646704,0.20625766042646704,0.125,-2.0794415416798357,3.8,5,8,-3.3128392864064233
630,130.59184994168882,30.12159892563304,0.001567038383021238,0.018577060745433662,0.018577060745433662,0.0,0.12541029796722977,0.12541029796722977,0.051,-2.9759296462578115,3.8,5,8,-3.985827752651228
631,152.5068892305324,36.79342144463262,0.0011324543229492955,0.04791495293286672,0.04791495293286672,0.0,0.2496988882154633,0.2496988882154633,0.178,-1.725971728690052,3.8,5,8,-3.0383276534916686
632,50.618145949144,50.54039332854272,0.0034164243644012383,0.041594995673006736,0.041594995673006736,0.0,0.2265084866633153,0.2265084866633153,0.155,-1.8643301620628905,3.8,5,8,-3.1797754152730557
633,75.22263727577153,25.39735911425964,0.003715560640951497,0.04187308525303311,0.041873085253033106,0.0,0.22756227675662793,0.22756227675662793,0.14,-1.9661128563728327,3.8,5,8,-3.173112015183042
634,139.566458341547,30.47505172435859,0.0037917968190591483,0.03867721632327441,0.03867721632327441,0.0,0.21525359096330351,0.21525359096330351,0.126,-2.071473372030659,3.8,5,8,-3.2525045778100887
635,124.58073864255707,72.30823495468665,0.0042450150544208875,0.031066601597635465,0.031066601597635465,0.0,0.1840315962656064,0.1840315962656064,0.1,-2.3025850929940455,3.8,5,8,-3.471621940457607
636,56.53473459060615,37.21716465909753,0.00048048173989086477,0.020969608520589114,0.020969608520589114,0.0,0.13751020049955015,0.13751020049955015,0.068,-2.6882475738060303,3.8,5,8,-3.8646811027886283
637,87.9169338947179,27.16377543885655,0.0018092206164504487,0.006438906840774427,0.006438906840774427,0.0,0.054138162227723594,0.054138162227723594,0.019,-3.9633162998156966,3.8,5,8,-5.045396498495587
638,153.31197835568454,93.00473365402709,0.0004543507287638992,0.04780064515729337,0.04780064515729337,0.0,0.24929295899330728,0.24929295899330728,0.153,-1.8773173575897015,3.8,5,8,-3.040716142561305
639,103.17927387592377,37.8701057743528,0.0004766241688532012,0.025530589135450477,0.025530589135450477,0.0,0.1593524570029119,0.1593524570029119,0.078,-2.551046452292545,3.8,5,8,-3.6678779717924703
640,150.42361661853957,66.62672818437957,0.0003461074561734714,0.004572189933027273,0.004572189933027273,0.0,0.04084888094407316,0.04084888094407316,0.011,-4.509860006183766,3.8,5,8,-5.387762991255562
641,87.40250690621707,36.1788835997208,0.0012386831829746343,0.014769220446526968,0.014769220446526968,0.0,0.10507148804652283,0.10507148804652283,0.043,-3.146555163288575,3.8,5,8,-4.215209963349206
642,152.30523034848372,90.65484977886781,0.0020850032031850753,0.04539943910449236,0.045399439104492366,0.0,0.24065380083797472,0.24065380083797472,0.146,-1.9241486572738007,3.8,5,8,-3.0922555285377524
643,78.07818396523415,43.01112799142901,0.0012075420892983986,0.032383326066616355,0.032383326066616355,0.0,0.1896423616877076,0.1896423616877076,0.101,-2.2926347621408776,3.8,5,8,-3.4301116162236416
644,194.25641342309626,57.7137185000391,0.0018532890121563895,0.032743054853535895,0.032743054853535895,0.0,0.1911591637080115,0.1911591637080115,0.111,-2.198225077669803,3.8,5,8,-3.419064404930841
645,59.289204993455506,53.85410543617676,0.002565111358821198,0.023018137359942462,0.023018137359942462,0.0,0.1475066989849578,0.1475066989849578,0.078,-2.551046452292545,3.8,5,8,-3.77147279295245
646,112.6408071394804,59.44254232470582,0.0004517014505099138,0.03444824383994672,0.03444824383994672,0.0,0.19825835824689453,0.19825835824689453,0.101,-2.2926347621408776,3.8,5,8,-3.3682972598916057
647,69.92418122064959,52.101909507681974,0.004130420492482564,0.040393966870073496,0.040393966870073496,0.0,0.22192004698743067,0.22192004698743067,0.128,-2.05572501506252,3.8,5,8,-3.20907484006577
648,107.5495832816888,51.417799865752706,0.0008000922105631175,0.03899196136975364,0.03899196136975364,0.0,0.21648549112928403,0.21648549112928403,0.112,-2.1892564076870427,3.8,5,8,-3.2443997728221396
649,72.84080446667004,42.52287411335121,0.0014929430553448318,0.007557589786984964,0.007557589786984964,0.0,0.06167372484007015,0.06167372484007015,0.041,-3.1941832122778293,3.8,5,8,-4.885202950867179
650,119.67446808771876,26.955733441180914,0.0037683616472183796,0.01656175296779472,0.01656175296779472,0.0,0.11482467425266904,0.11482467425266904,0.059,-2.8302178350764176,3.8,5,8,-4.100659280084167
651,50.00933707933205,35.63253007529879,0.0003295743517852553,0.014532308333224074,0.014532308333224074,0.0,0.10375670984543411,0.10375670984543411,0.063,-2.7646205525906042,3.8,5,8,-4.231380947312895
652,133.2331396632602,27.269860840613447,0.0042127586125444115,0.0011871762102705723,0.0011871762102705723,0.0,0.013039309097275709,0.013039309097275709,0.002,-6.214608098422191,3.8,5,8,-6.736177724270655
