trial,T1,T2,error_1q,error_2q,p_phys,S_in,S_out,Delta_S,p_log,log_p_log,duration,qubit_count,gate_count,log_p_phys
244,114.08869648088223,26.847350550241497,0.002532194611286058,0.030245299596927573,0.030245299596927577,0.0,0.180483972759716,0.180483972759716,0.091,-2.396895772465287,3.8,5,8,-3.4984144918043563
245,79.47030473262106,60.9736405527721,0.0006223314403554818,0.00468175130505463,0.00468175130505463,0.0,0.041657812251148445,0.041657812251148445,0.018,-4.017383521085972,3.8,5,8,-5.3640830285701036
246,137.20922792850334,49.68845649826067,0.0034731717424959065,0.022306539591583567,0.022306539591583564,0.0,0.14407016682476376,0.14407016682476376,0.051,-2.9759296462578115,3.8,5,8,-3.8028753882790114
247,70.3588626261881,58.34816825391324,0.0040171378069479985,0.03504012707186691,0.03504012707186691,0.0,0.20068835020848366,0.20068835020848366,0.103,-2.2730262907525014,3.8,5,8,-3.351261386440302
248,72.91513820400324,47.02459678786908,0.0018687720950061313,0.005487521593005073,0.005487521593005073,0.0,0.047489772128934016,0.047489772128934016,0.022,-3.816712825623821,3.8,5,8,-5.205278565644612
249,178.33960796692364,30.221292372718725,0.004756163033721932,0.022854282874939832,0.022854282874939832,0.0,0.14671869600618967,0.14671869600618967,0.058,-2.8473122684357177,3.8,5,8,-3.7786167448536943
250,64.62955027112002,41.82821582283196,0.0043774345957944,0.0368790194340685,0.0368790194340685,0.0,0.20812968594402037,0.20812968594402037,0.111,-2.198225077669803,3.8,5,8,-3.3001124686605383
251,152.9565932063237,62.31134371609945,0.003492155166137477,0.042610586926700646,0.042610586926700646,0.0,0.230341505813444,0.230341505813444,0.141,-1.9589953886039688,3.8,5,8,-3.1556525371765263
252,70.67814190448689,41.575700484827,0.001183926264916051,0.04939573239183571,0.04939573239183571,0.0,0.2549147781579937,0.2549147781579937,0.163,-1.8140050781753747,3.8,5,8,-3.0078912473492267
253,185.0761097628314,26.40446147515759,0.0035573183453268733,0.04633716755336763,0.04633716755336762,0.0,0.24405331921605894,0.24405331921605894,0.138,-1.9805015938249322,3.8,5,8,-3.071810884993011
254,64.22249817281391,42.72223542504928,0.0045858926581814055,0.0026633529507041434,0.0026633529507041434,0.0,0.025991722952147037,0.025991722952147037,0.01,-4.605170185988091,3.8,5,8,-5.928169442177985
255,131.47974235824356,37.75391115462906,0.004629541357344999,0.048581854013103026,0.048581854013103026,0.0,0.25205772720048175,0.25205772720048175,0.156,-1.8578992717326,3.8,5,8,-3.024505192013184
256,185.12926571654032,48.24423406416541,0.004324008989847636,0.04238292052821845,0.04238292052821845,0.0,0.2294859398376,0.2294859398376,0.126,-2.071473372030659,3.8,5,8,-3.1610098156277777
257,77.819356007889,64.07929206346125,0.00028133741010591385,0.030217224045620602,0.030217224045620602,0.0,0.1803620348144345,0.1803620348144345,0.11,-2.2072749131897207,3.8,5,8,-3.4993431845427145
258,68.77793350593657,28.244263456437295,0.00047707068798312485,0.03511815001802885,0.03511815001802885,0.0,0.2010073894083152,0.2010073894083152,0.124,-2.0874737133771,3.8,5,8,-3.349037187626887
259,80.09310345552801,58.13290590867029,0.0004202460699148176,0.016449226553699906,0.016449226553699906,0.0,0.11422215010397407,0.11422215010397407,0.064,-2.7488721956224653,3.8,5,8,-4.1074768208883015
260,105.62728746554345,74.81743076806015,0.0016618872643671427,0.03166867744541345,0.03166867744541345,0.0,0.18660871177253918,0.18660871177253918,0.083,-2.488914671185539,3.8,5,8,-3.452427179789422
261,170.75827533201095,58.71196210868987,0.0012415014262928054,0.002195638296270363,0.002195638296270363,0.0,0.02207154299565824,0.02207154299565824,0.008,-4.8283137373023015,3.8,5,8,-6.121282479160475
